"","SRR1027171","SRR1027172","SRR1027173","SRR1027174","SRR1027175","SRR1027176","SRR1027177","SRR1027178","SRR1027179","SRR1027180","SRR1027181","SRR1027182","SRR1027183","SRR1027184","SRR1027185","SRR1027186","SRR1027187","SRR1027188","SRR1027189","SRR1027190"
"ENSG00000229534.1",5,0,13,0,0,0,1,1,1,4,0,0,2,2,6,4,0,0,3,2
"ENSG00000239920.1",2,0,3,0,1,1,4,0,1,4,5,0,1,0,4,0,0,2,0,1
"ENSG00000187747.2",11,0,8,1,2,0,2,1,3,7,8,1,1,0,5,6,0,1,1,0
"ENSG00000121236.15",40,27,84,19,29,23,79,20,46,105,80,84,53,25,30,25,66,66,76,106
"ENSG00000258588.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258659.2",11,1,16,2,0,4,3,2,2,9,4,1,6,3,6,1,5,9,8,2
"ENSG00000132256.14",384,61,192,156,170,67,195,64,98,271,122,198,334,335,304,154,151,521,874,953
"ENSG00000132274.11",1903,223,975,871,767,527,1715,433,602,1535,654,704,1673,418,1107,329,342,1798,2403,2652
"ENSG00000232381.1",7,0,7,0,7,1,0,0,3,4,1,1,10,12,15,1,1,0,3,1
"ENSG00000181109.3",1,0,3,0,2,0,1,1,1,2,0,0,4,17,21,0,1,0,5,0
"ENSG00000181023.5",1,0,2,0,1,0,0,0,2,1,1,0,1,2,4,1,0,1,1,0
"ENSG00000181074.3",8,0,11,2,5,1,1,1,1,3,1,0,6,21,29,1,2,6,2,7
"ENSG00000181017.3",1,0,7,1,0,0,2,0,1,1,3,0,1,27,25,0,2,0,0,0
"ENSG00000181009.4",1,0,0,0,0,0,0,0,0,1,0,0,2,12,33,1,3,0,3,3
"ENSG00000181001.1",3,0,7,1,2,2,0,1,3,1,1,0,2,23,22,0,2,0,4,2
"ENSG00000236965.3",10,0,2,0,4,4,2,1,6,5,5,2,1,35,38,0,3,0,3,2
"ENSG00000180988.2",6,0,2,0,7,3,0,2,0,1,1,1,0,21,16,0,2,1,2,1
"ENSG00000205409.3",6,1,4,0,0,0,0,0,0,5,0,1,0,41,30,0,2,1,0,0
"ENSG00000183269.5",3,0,2,0,2,0,0,0,0,1,0,0,0,36,36,0,3,0,0,0
"ENSG00000233563.1",7,0,4,1,6,0,0,0,0,1,1,0,0,45,35,0,2,0,0,0
"ENSG00000180974.2",4,0,5,0,7,0,0,1,1,3,1,0,0,51,60,0,5,0,0,0
"ENSG00000255257.1",13,0,12,0,4,2,0,0,0,2,1,1,0,15,5,0,2,1,0,0
"ENSG00000184478.6",9,1,9,1,0,1,0,1,3,2,2,3,0,24,2,0,2,0,0,0
"ENSG00000188691.4",1,0,2,1,1,1,0,0,0,2,1,2,2,3,0,0,0,0,0,0
"ENSG00000183313.4",2,0,6,1,0,4,1,0,1,1,0,0,1,8,1,0,0,0,0,0
"ENSG00000254831.1",5,0,7,2,2,1,1,2,2,2,1,1,1,5,0,0,1,0,0,0
"ENSG00000183389.4",4,1,4,3,0,3,2,3,1,2,3,2,1,2,1,0,0,0,0,0
"ENSG00000202147.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180934.5",5,1,6,1,3,0,4,0,0,4,3,0,0,9,0,0,1,0,0,0
"ENSG00000255481.2",3,0,8,0,1,0,0,3,2,1,1,1,0,2,0,0,0,0,0,0
"ENSG00000262980.1",6,1,4,2,1,2,0,0,1,3,3,1,2,6,0,0,2,0,0,0
"ENSG00000234895.1",7,0,10,2,1,3,2,0,0,5,6,0,0,1,0,0,1,0,0,0
"ENSG00000180919.3",4,0,4,0,1,3,0,1,1,2,0,1,0,3,0,0,0,0,0,0
"ENSG00000254444.1",6,1,3,1,1,1,1,4,2,1,2,1,0,2,0,0,0,0,0,0
"ENSG00000180913.2",5,1,3,1,1,0,1,2,2,1,2,1,0,0,0,0,0,0,1,0
"ENSG00000180909.1",1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000255307.1",7,0,15,2,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"ENSG00000175485.2",10,1,18,2,2,3,1,0,3,3,2,3,1,1,1,0,2,0,0,0
"ENSG00000267940.1",9,1,11,7,2,8,8,8,3,8,6,8,0,9,9,9,2,11,3,1
"ENSG00000180878.2",14,1,21,4,4,5,5,9,10,9,9,12,3,7,9,2,1,7,0,2
"ENSG00000051009.6",228,99,186,388,212,179,317,190,215,324,286,246,188,223,187,186,161,969,911,1105
"ENSG00000132259.8",33,2,19,7,13,15,7,12,14,11,14,5,0,4,1,0,2,4,1,3
"ENSG00000110148.5",16,129,40,438,22,149,2,6,8,3,7,3,0,0,0,0,2,1,1,1
"ENSG00000270435.1",5,0,7,1,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0
"ENSG00000170955.9",130,129,88,509,217,191,125,96,97,190,92,20,40,64,33,47,78,379,418,286
"ENSG00000254443.1",13,1,24,7,6,7,3,7,9,6,10,4,0,0,2,2,2,0,0,0
"ENSG00000166311.5",257,93,206,336,225,226,403,148,171,411,242,176,101,93,94,114,147,567,520,552
"ENSG00000166313.14",142,33,173,283,179,105,318,125,122,219,487,145,96,39,50,76,83,884,757,728
"ENSG00000110169.6",37,4,184,15,13,17,51,59,44,155,59,49,27,6,61,127,8,826,1348,108
"ENSG00000110171.14",141,43,179,95,72,66,168,347,310,247,233,529,86,99,274,268,185,483,653,461
"ENSG00000132254.8",325,183,229,512,392,212,957,674,611,643,769,1131,279,288,623,413,275,3229,2425,1802
"ENSG00000132286.7",332,147,262,396,254,261,588,341,356,322,633,418,169,389,219,256,240,531,427,331
"ENSG00000265264.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254595.1",24,3,18,18,5,5,11,14,13,27,9,20,49,70,45,34,9,6,27,14
"ENSG00000179532.8",338,39,251,237,103,172,168,148,220,220,203,228,337,501,272,454,60,328,562,356
"ENSG00000132275.6",264,58,161,184,139,94,249,140,176,195,241,203,146,208,177,164,104,478,402,528
"ENSG00000254400.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166333.9",25,5,19,26,25,10,19,22,23,16,19,3,10,15,12,8,3,14,41,22
"ENSG00000166337.5",219,168,180,262,267,224,451,255,253,283,453,275,140,168,153,112,161,1005,776,469
"ENSG00000254641.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166340.10",681,138,394,416,382,238,809,461,443,1044,451,622,751,613,685,701,361,2090,1698,3068
"ENSG00000255680.1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166341.6",289,167,232,309,307,109,380,383,419,892,341,163,303,400,161,316,165,434,1760,1328
"ENSG00000255390.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255410.1",1,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,2,1,0
"ENSG00000158042.8",391,175,215,525,307,286,722,265,245,222,503,366,123,365,254,178,159,447,353,500
"ENSG00000241678.1",2,0,0,0,2,0,1,2,0,0,0,2,4,2,1,0,0,0,1,0
"ENSG00000254838.4",409,8,280,214,246,117,265,101,188,142,151,115,856,303,908,244,136,19,80,104
"ENSG00000254781.1",10,0,10,2,2,3,3,1,3,2,1,0,4,1,3,2,1,1,1,0
"ENSG00000188124.2",7,1,7,4,2,0,1,0,2,2,5,1,0,2,2,0,1,0,0,0
"ENSG00000170803.4",5,0,9,0,2,2,0,0,3,1,2,0,0,2,2,0,1,0,0,0
"ENSG00000184933.3",7,0,5,1,0,0,0,2,1,0,2,0,4,8,4,2,0,0,0,0
"ENSG00000254712.1",3,1,2,2,1,2,2,2,3,2,3,2,0,2,4,2,0,0,0,0
"ENSG00000166363.4",4,0,9,2,0,0,0,0,0,1,2,2,1,11,7,2,0,0,0,0
"ENSG00000170790.4",2,0,5,2,5,0,1,2,1,3,1,1,2,1,9,0,0,0,0,0
"ENSG00000170782.3",5,1,0,0,3,4,1,0,3,1,1,0,0,5,4,1,0,0,1,0
"ENSG00000166368.2",2,0,6,2,1,0,4,2,3,2,0,2,0,4,5,3,0,0,0,0
"ENSG00000178358.3",2,1,8,0,0,0,1,0,0,2,4,0,3,6,9,1,0,0,0,0
"ENSG00000149054.10",21,5,27,71,15,104,38,15,34,32,28,22,77,119,183,62,11,10,11,17
"ENSG00000149050.5",5,6,21,34,21,8,10,34,37,48,57,58,25,6,7,28,8,18,13,17
"ENSG00000158077.4",20,0,45,8,12,8,3,10,12,10,6,11,8,11,21,5,2,0,0,2
"ENSG00000170748.5",2,0,4,0,1,2,0,1,3,2,2,1,0,1,3,1,0,0,0,0
"ENSG00000255179.1",3,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000221703.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170743.12",30,1,59,22,7,7,387,86,54,172,92,4,32,1,5,4,3,80,54,112
"ENSG00000251364.2",59,5,66,20,16,21,50,22,38,64,35,29,47,11,37,80,10,31,55,53
"ENSG00000183801.3",97,35,195,192,143,77,286,126,208,424,168,64,113,46,65,78,130,197,518,795
"ENSG00000166387.7",259,85,342,180,189,262,181,115,208,473,250,121,457,385,419,353,166,468,543,552
"ENSG00000254864.1",3,1,9,1,2,3,4,5,10,7,5,6,11,15,5,2,2,4,5,2
"ENSG00000166394.10",78,95,120,113,143,362,101,35,58,110,122,14,113,129,121,61,49,441,341,310
"ENSG00000183378.7",18,0,25,2,25,7,6,5,9,10,12,0,26,2,10,0,6,72,32,95
"ENSG00000271758.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254707.1",0,0,3,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1
"ENSG00000176716.3",7,0,6,1,2,3,1,2,2,4,3,2,9,0,1,2,0,3,2,0
"ENSG00000227892.1",2,1,10,0,4,1,1,3,2,2,2,1,1,0,0,0,0,0,0,1
"ENSG00000254951.3",19,1,21,6,10,8,1,4,7,2,4,1,19,0,1,1,3,18,2,34
"ENSG00000166408.3",2,0,0,1,3,1,0,0,5,0,1,1,7,0,0,0,1,1,1,0
"ENSG00000241008.1",2,0,11,1,1,0,2,0,0,2,2,1,2,0,0,1,1,0,0,0
"ENSG00000183303.2",1,0,2,0,2,1,1,1,1,1,0,1,7,1,1,2,0,0,0,1
"ENSG00000182334.1",1,1,6,0,3,2,1,0,3,0,1,0,5,0,0,1,3,6,0,2
"ENSG00000170688.3",6,0,6,2,3,0,2,0,6,2,5,1,4,0,1,0,0,5,0,3
"ENSG00000252769.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000175393.2",0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170683.5",8,0,25,0,5,1,1,3,1,5,3,1,0,0,0,0,1,1,1,4
"ENSG00000182261.3",11,2,33,4,4,4,8,4,6,8,10,4,0,1,2,0,0,2,0,0
"ENSG00000175390.8",320,142,268,370,311,305,374,416,468,619,531,487,441,546,455,382,263,7846,6214,5096
"ENSG00000254642.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255420.1",10,0,5,0,1,0,1,2,1,1,3,0,0,0,0,0,2,0,0,0
"ENSG00000166402.4",306,170,170,467,203,516,60,51,123,317,203,58,122,405,127,52,95,248,477,591
"ENSG00000254921.1",0,0,2,0,0,2,2,1,1,5,2,1,0,0,2,0,0,0,0,0
"ENSG00000248332.2",4,0,23,1,6,4,0,2,2,10,6,0,0,0,0,0,1,1,0,0
"ENSG00000166405.10",45,2,42,36,48,101,11,17,28,23,159,182,111,24,43,23,43,254,255,144
"ENSG00000246820.2",15,2,40,9,4,25,7,2,4,5,4,2,1,0,1,1,0,0,0,0
"ENSG00000166407.9",9,0,16,2,1,45,2,3,4,5,3,2,0,0,1,0,0,0,0,0
"ENSG00000130413.11",26,2,65,10,15,8,7,7,10,15,51,9,17,33,17,5,4,11,10,19
"ENSG00000252778.1",2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000166436.11",207,34,205,90,63,135,165,169,192,179,179,231,171,396,251,138,55,193,172,219
"ENSG00000254900.1",5,0,5,4,0,1,3,3,3,4,4,7,7,14,12,12,1,1,0,0
"ENSG00000166441.8",600,335,325,1314,736,478,1099,570,981,839,1037,766,800,1236,791,930,499,16637,14565,11496
"ENSG00000200983.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212607.1",5,5,1,18,8,7,44,33,25,16,29,27,176,99,63,143,3,4,5,2
"ENSG00000166444.13",415,211,435,682,550,478,415,266,326,556,336,147,250,536,187,240,145,1185,1542,2029
"ENSG00000254665.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255159.1",33,3,14,9,14,6,5,11,9,16,7,3,15,30,4,4,2,1,0,0
"ENSG00000252905.1",3,0,2,0,3,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0
"ENSG00000202276.1",0,0,4,2,1,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000166452.7",154,41,99,130,101,94,226,107,175,112,238,115,40,80,54,44,72,147,145,121
"ENSG00000176029.9",37,1,22,3,4,13,2,7,12,12,12,5,0,7,13,2,4,11,10,4
"ENSG00000176009.2",9,0,10,1,0,1,1,0,1,4,3,0,1,2,0,3,1,0,0,1
"ENSG00000223080.1",1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0
"ENSG00000175348.6",387,208,429,503,365,372,1026,459,759,515,983,552,299,354,373,333,297,663,529,542
"ENSG00000254860.1",22,4,19,11,14,9,8,23,24,26,26,19,17,25,14,11,4,53,48,87
"ENSG00000175352.6",132,33,131,122,40,181,113,572,281,160,130,158,33,35,44,414,37,480,257,415
"ENSG00000253973.2",7,0,9,1,0,1,0,8,11,18,11,12,0,0,0,6,0,7,1,1
"ENSG00000175356.8",92,7,454,150,79,41,291,1027,2919,3204,1986,2818,62,11,10,214,78,5842,3570,4245
"ENSG00000264984.1",0,0,2,0,0,0,0,2,5,4,0,5,0,0,0,0,0,2,0,1
"ENSG00000213538.4",7,2,11,10,1,11,9,1,10,12,25,3,3,4,2,4,5,38,7,9
"ENSG00000184014.3",1192,354,777,1198,849,712,1327,665,935,1208,963,543,778,882,727,538,443,3475,6496,7961
"ENSG00000255097.1",6,0,2,2,1,1,1,3,2,11,3,3,5,12,1,3,1,4,0,1
"ENSG00000166471.6",461,111,490,426,269,461,782,533,774,532,925,453,336,452,401,402,309,712,1019,1102
"ENSG00000254884.1",5,2,3,5,0,2,1,2,5,3,1,2,3,6,3,3,0,8,0,2
"ENSG00000205339.5",2776,864,1731,2688,1784,2164,3051,1656,2875,2013,3208,2186,2079,4109,2989,3461,1326,8236,11526,14771
"ENSG00000201998.1",66,113,43,136,260,36,328,274,293,148,287,316,909,906,637,1515,224,6,8,2
"ENSG00000254397.1",16,1,9,10,4,9,4,6,10,10,5,3,13,24,21,10,3,3,34,9
"ENSG00000268403.1",4,1,0,3,1,0,2,4,0,0,0,1,3,1,1,0,0,1,1,1
"ENSG00000166478.5",209,80,211,211,181,263,403,192,238,182,268,164,216,303,290,262,102,1122,1462,1835
"ENSG00000166483.6",1010,153,418,702,323,565,462,518,750,479,603,492,906,1009,675,813,312,5092,8575,13717
"ENSG00000238387.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243869.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243964.1",8,0,9,2,0,1,4,3,1,1,3,0,2,1,1,0,2,10,6,9
"ENSG00000255463.1",0,0,2,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,1,0
"ENSG00000239470.2",1,0,0,3,2,0,2,1,0,1,1,0,2,1,0,0,2,2,2,4
"ENSG00000133789.10",785,293,911,843,904,504,1445,583,873,1070,1015,419,616,552,548,825,617,3809,6879,11129
"ENSG00000201564.1",1,0,2,0,1,0,0,1,4,2,1,2,2,2,2,0,1,0,0,0
"ENSG00000245522.2",23,8,7,8,8,6,8,8,9,10,11,5,2,6,5,10,7,7,9,7
"ENSG00000246273.2",21,6,16,11,18,15,25,20,18,25,14,16,21,26,21,27,9,40,57,31
"ENSG00000133812.10",733,216,517,716,525,486,980,398,756,1052,754,537,585,738,718,474,381,646,1165,1727
"ENSG00000255476.1",4,0,2,0,1,2,1,0,7,7,1,0,6,8,2,6,0,1,0,0
"ENSG00000252568.1",0,0,0,0,0,0,2,0,2,0,1,1,1,0,1,0,0,0,0,0
"ENSG00000254765.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254865.1",9,1,4,1,2,3,4,5,5,11,7,2,30,30,35,13,2,1,0,0
"ENSG00000254719.1",5,0,1,4,0,1,5,0,0,0,0,0,2,1,0,0,0,1,2,2
"ENSG00000254554.1",7,4,3,4,2,5,12,2,1,6,1,2,2,0,4,1,0,19,13,14
"ENSG00000148926.5",186,183,86,677,282,746,207,31,57,87,47,16,47,145,42,37,90,2602,3821,8588
"ENSG00000133805.11",215,75,231,233,163,178,411,142,190,176,241,236,297,149,381,186,96,188,191,132
"ENSG00000221574.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000255823.1",529,52,420,109,121,254,577,504,584,255,441,152,248,205,124,261,121,61,42,6
"ENSG00000110315.2",404,177,518,417,385,555,1520,856,1232,758,1152,709,373,552,605,490,554,950,960,1125
"ENSG00000177112.3",14,4,18,2,0,2,4,4,9,5,11,0,4,3,6,4,1,0,2,1
"ENSG00000133800.4",41,8,44,114,30,32,95,47,142,326,139,75,112,32,47,109,68,261,506,695
"ENSG00000072952.14",148,83,490,208,302,243,184,280,315,383,246,137,239,85,144,173,242,429,869,1206
"ENSG00000206858.1",1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198730.3",450,124,406,428,361,291,914,474,652,598,875,565,454,583,562,397,234,2205,1403,2627
"ENSG00000255125.1",2,0,5,0,0,0,1,0,2,0,1,1,0,0,0,0,0,3,0,0
"ENSG00000110321.11",7219,2723,6897,12789,9292,9646,28407,6438,8694,9417,10789,7862,8026,9747,11359,9325,5792,32187,31829,43042
"ENSG00000238622.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246308.1",16,0,11,9,8,4,9,7,15,13,5,8,8,7,6,12,5,17,7,10
"ENSG00000236287.3",485,148,414,670,468,399,1169,511,646,675,773,582,528,503,739,802,272,610,717,936
"ENSG00000247271.2",45,10,28,51,31,29,76,37,60,62,72,63,41,38,58,52,24,178,95,102
"ENSG00000250041.2",8,1,22,2,2,3,5,8,4,3,8,4,3,2,1,4,1,1,4,6
"ENSG00000254401.1",8,0,17,2,5,7,5,3,7,11,8,7,3,0,0,0,1,0,1,0
"ENSG00000254957.1",1,0,11,0,0,0,1,0,0,1,1,1,3,0,1,0,0,0,0,0
"ENSG00000270897.1",3,0,6,0,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000255123.1",3,0,3,0,2,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0
"ENSG00000255260.1",1,0,0,3,1,1,1,2,3,1,2,1,0,0,0,0,0,1,10,4
"ENSG00000110328.5",218,96,115,238,93,149,50,91,63,91,119,100,68,303,59,78,51,236,618,787
"ENSG00000254598.2",5,2,7,6,2,0,12,6,3,4,6,2,3,16,2,0,2,5,2,8
"ENSG00000255351.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255462.1",9,1,16,4,5,3,3,8,4,6,7,3,3,18,4,8,0,0,0,0
"ENSG00000266645.1",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000268242.1",4,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000255309.1",4,0,8,1,1,1,0,2,2,1,2,1,0,0,0,0,0,0,1,0
"ENSG00000170242.13",1160,210,1086,765,718,595,1720,836,1452,1335,1299,1067,1266,1397,1724,1398,625,1997,2972,5253
"ENSG00000255492.1",9,0,2,2,1,1,1,6,6,12,1,4,15,11,11,8,1,4,2,2
"ENSG00000050165.13",133,348,1390,859,588,255,1154,747,407,815,371,136,262,199,138,155,187,1725,2108,4561
"ENSG00000254486.1",11,1,19,2,2,6,7,4,6,9,7,1,0,0,0,0,1,0,0,0
"ENSG00000254991.1",7,0,5,3,0,4,2,1,2,2,3,0,0,0,0,0,1,17,2,3
"ENSG00000255400.1",4,4,11,3,6,6,15,3,3,4,2,2,6,6,11,3,0,1,1,0
"ENSG00000133816.9",618,400,1265,998,1228,419,1555,940,883,1914,1430,1018,1325,485,1184,1481,600,436,947,1203
"ENSG00000254680.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133808.4",56,10,143,24,38,24,137,58,58,94,327,43,146,11,86,250,53,64,121,199
"ENSG00000254983.1",1,0,1,0,1,0,0,0,0,3,0,2,0,1,3,2,0,0,0,1
"ENSG00000264283.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197702.7",687,288,1086,905,898,646,1120,754,868,1857,1013,538,685,630,620,477,533,2692,3169,4077
"ENSG00000254847.1",3,0,7,0,0,1,2,1,1,2,1,2,0,0,1,0,0,5,11,7
"ENSG00000187079.10",1082,261,879,687,752,590,1104,844,1086,1881,1014,946,829,1274,545,660,332,2095,3528,5774
"ENSG00000254688.1",10,0,11,1,2,1,5,8,10,10,4,5,10,9,4,3,0,2,2,0
"ENSG00000255067.1",2,0,2,0,0,0,1,1,2,2,1,0,1,4,1,0,0,0,0,1
"ENSG00000252329.1",0,0,3,0,1,0,2,1,1,3,0,0,4,6,2,1,0,0,0,0
"ENSG00000203258.3",4,0,3,1,2,0,4,4,2,2,1,1,1,2,0,0,0,1,1,0
"ENSG00000251381.2",21,1,47,6,6,5,8,6,14,6,15,4,8,0,1,1,1,37,11,19
"ENSG00000266625.1",0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000254670.1",1,4,2,3,5,0,0,1,0,0,1,2,1,1,0,5,4,14,13,11
"ENSG00000189431.5",14,34,6,80,28,4,1,20,41,6,20,9,8,11,6,23,7,263,168,292
"ENSG00000255558.1",5,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
"ENSG00000255018.1",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000133794.13",312,88,165,254,206,141,627,189,216,159,240,153,304,232,355,211,152,460,876,648
"ENSG00000222162.1",10,0,19,1,3,4,2,4,3,6,4,3,3,2,3,1,1,0,3,0
"ENSG00000148925.6",468,149,414,497,346,305,926,430,582,416,608,296,268,404,391,417,202,558,625,723
"ENSG00000254583.1",0,0,3,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000255401.1",0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000152266.2",5,0,2,0,0,2,0,1,0,1,0,0,1,0,0,3,0,0,0,0
"ENSG00000228901.3",2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000197601.8",999,235,756,990,845,812,3876,1585,2258,1269,2580,830,1014,1541,1466,1238,558,771,1483,1712
"ENSG00000254791.1",8,1,3,4,6,3,5,7,11,2,7,0,1,7,2,2,0,1,2,0
"ENSG00000240454.1",4,0,1,0,1,3,1,4,4,1,3,3,18,10,13,5,0,0,0,0
"ENSG00000200685.1",3,0,0,2,0,0,2,3,4,4,2,3,4,3,7,2,1,0,0,0
"ENSG00000255075.1",6,0,6,0,1,0,4,1,0,1,2,1,0,0,0,0,0,0,0,0
"ENSG00000255088.1",0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000255411.1",6,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000254927.1",5,0,12,0,1,0,2,1,2,2,3,0,0,0,0,0,0,0,0,0
"ENSG00000254930.1",3,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000201856.1",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"ENSG00000254438.1",3,0,4,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000152268.8",126,396,1193,943,455,316,961,449,635,2481,628,216,345,66,238,524,535,928,1735,2682
"ENSG00000212365.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254418.1",1,0,0,0,3,0,0,0,0,3,0,0,0,1,3,1,0,3,1,0
"ENSG00000133818.8",206,106,62,392,240,97,1032,133,170,199,258,29,142,288,216,241,109,602,1256,1800
"ENSG00000255074.1",10,0,16,2,4,1,1,4,2,7,7,3,1,0,0,6,1,2,0,2
"ENSG00000129083.8",1613,457,1110,1922,1339,1192,3619,1025,1731,2056,2021,1831,1246,1979,2406,1771,1196,4000,4508,4537
"ENSG00000251991.1",3,0,2,0,1,0,1,1,7,4,2,2,3,3,6,2,1,1,5,4
"ENSG00000129084.13",181,36,117,98,113,78,273,129,172,134,168,95,95,143,213,114,106,115,129,118
"ENSG00000256206.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000152270.4",170,9,135,63,147,75,490,137,162,416,165,69,489,109,344,281,73,7,44,34
"ENSG00000255040.1",11,0,11,2,3,2,7,3,1,8,1,3,55,19,29,15,3,0,0,0
"ENSG00000186104.6",109,38,119,62,136,110,313,185,190,150,209,180,183,96,276,255,138,212,219,135
"ENSG00000175868.9",15,0,18,6,14,4,2,5,6,6,5,2,6,2,5,7,0,1,1,0
"ENSG00000253179.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000110680.8",11,0,17,3,2,8,3,7,9,7,8,5,3,0,2,1,1,27,5,9
"ENSG00000250640.2",8,1,12,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000188487.7",15,2,35,4,6,7,10,12,13,8,20,2,0,1,8,1,0,17,4,2
"ENSG00000253072.1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000254946.1",2,0,7,0,2,4,0,0,0,4,2,2,0,0,0,1,0,0,0,2
"ENSG00000254789.1",3,0,6,1,0,1,0,2,4,1,1,1,0,0,0,2,0,0,0,0
"ENSG00000254695.1",15,0,14,4,2,1,0,3,5,3,9,0,0,0,0,0,0,0,0,0
"ENSG00000254645.1",15,2,9,1,2,5,1,1,1,0,2,0,0,0,1,0,1,0,0,0
"ENSG00000254661.2",15,0,23,3,3,5,1,2,9,5,4,2,0,0,0,0,0,1,0,0
"ENSG00000110693.11",477,143,99,314,199,422,58,80,74,103,62,21,43,627,74,129,32,70,160,109
"ENSG00000254878.1",0,0,5,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0
"ENSG00000221556.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213785.3",12,1,3,0,3,4,1,4,2,2,1,1,1,19,1,0,1,0,1,0
"ENSG00000241943.2",1,0,3,3,1,3,1,0,1,1,0,0,0,21,0,0,0,0,0,0
